p: 0.79,ibrida,arena: III;;p: 0.1,alterazione,arena: I;;p: 0.1,alterazione,arena: II;;p: 0.79,alterazione,arena: IV;;p: 0.79,alterazione,arena: II;;p: 0.79,ripartizione,arena: IV;;p: 0.5,ibrida,arena: III;;p: 0.79,alterazione,arena: I;;p: 0.5,alterazione,arena: I;;p: 0.5,ripartizione,arena: I;;p: 0.5,ripartizione,arena: III;;p: 0.1,ibrida,arena: IV;;p: 0.1,alterazione,arena: IV;;p: 0.79,ibrida,arena: I;;p: 0.79,ibrida,arena: II;;p: 0.5,ripartizione,arena: IV;;p: 0.5,ibrida,arena: IV;;p: 0.79,ibrida,arena: IV;;p: 0.5,alterazione,arena: IV;;p: 0.1,ibrida,arena: I;;p: 0.1,ibrida,arena: II;;p: 0.1,ripartizione,arena: IV;;p: 0.1,ripartizione,arena: I;;p: 0.5,alterazione,arena: III;;p: 0.1,alterazione,arena: III;;p: 0.5,alterazione,arena: II;;p: 0.5,ripartizione,arena: II;;p: 0.1,ripartizione,arena: III;;p: 0.79,ripartizione,arena: III;;p: 0.5,ibrida,arena: I;;p: 0.1,ripartizione,arena: II;;p: 0.5,ibrida,arena: II;;p: 0.79,ripartizione,arena: II;;p: 0.1,ibrida,arena: III;;p: 0.79,alterazione,arena: III;;p: 0.79,ripartizione,arena: I
statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness
290;32.5495;58;10.5965;25;56.2932;329;26.2029;178;17.7584;225;66.3998;267;49.9869;509;53.1272;752;52.5724;801;47.6526;801;38.5387;12;50.0;151;33.5341;118;50.6085;364;50.9775;632;54.9344;348;46.873;51;50.0;801;46.3978;250;76.3604;17;54.3452;50;53.3194;20;81.1693;752;41.2088;106;15.2248;801;10.9038;710;42.2628;52;220.6107;120;114.7732;801;47.2781;27;71.7281;480;44.8224;200;43.6664;95;121.6675;62;1.3652;21;77.2464
224;68.996;357;54.8776;20;6.5151;613;18.7369;144;49.2251;43;50.1179;730;29.8452;189;51.1055;801;43.583;801;47.6036;800;21.6027;79;112.0387;54;2.8523;69;75.2237;372;42.7431;781;56.2323;761;31.2401;463;60.5934;790;40.6196;13;81.7821;74;49.8478;11;2.4076;20;78.3076;308;0.6044;134;122.6819;801;20.2196;364;47.1308;72;21.7204;292;35.4126;801;37.7733;57;2.4273;338;52.8735;344;44.817;42;1.9906;216;57.0426;7;74.5744
143;115.0362;71;3.0197;8;45.2566;90;26.4486;569;53.9125;252;61.9255;778;24.7071;324;32.5706;714;50.9575;801;48.6381;708;23.752;81;59.5923;178;55.5837;685;67.6813;290;55.2339;772;22.754;689;19.9034;676;75.9118;688;17.9877;64;70.0041;25;26.5231;22;50.0;9;78.1807;754;23.5639;543;37.1079;801;52.0489;801;31.4075;163;117.9188;162;92.8937;801;44.993;4;17.8192;801;44.6758;314;52.6397;168;72.5915;400;75.3733;67;70.7259
238;59.745;293;79.9517;21;3.1995;467;51.6843;646;51.4839;133;117.02;243;8.632;264;50.5391;304;39.5542;801;45.0429;793;49.7153;428;68.5491;110;55.2627;127;52.8842;416;52.493;706;53.1654;749;55.8705;189;73.6192;277;2.9758;12;67.7622;126;49.4645;50;50.7082;11;9.835;797;28.6461;369;51.3554;801;50.4408;579;46.8326;94;65.362;184;89.8906;801;31.2757;64;39.6975;801;42.8046;37;51.957;210;43.7495;255;2.841;190;76.0439
688;26.4335;89;66.7316;140;54.8854;340;18.4696;152;56.4769;184;73.6388;798;25.5359;356;39.7392;801;41.1729;694;41.8955;661;57.0539;274;57.1816;644;52.6189;277;50.0381;526;46.4774;801;29.1549;797;39.3544;172;33.4384;800;18.2361;63;79.819;294;54.9578;40;68.8087;23;76.9124;62;50.2865;167;122.255;801;40.0469;801;49.8012;106;117.5369;93;118.1163;801;49.72;6;66.1534;801;43.0672;67;46.7675;95;114.5181;47;5.354;82;79.8094
486;37.12;83;55.6783;35;5.5175;129;97.9826;106;57.7631;68;101.0184;688;67.0877;98;78.5289;801;36.0602;801;41.233;801;50.3125;74;67.8438;197;61.754;246;78.7362;115;48.8348;801;24.6682;770;37.2944;325;104.4845;49;27.1186;44;76.0709;27;54.2602;35;48.2655;30;74.4149;754;11.6213;757;36.5972;801;42.3503;376;42.7548;59;76.7297;281;118.4144;801;45.3322;16;43.7058;672;44.0754;57;55.3648;37;63.119;486;12.5022;341;49.5593
38;50.595;21;45.0055;692;37.6305;548;14.911;191;51.5747;103;64.6331;770;31.6221;219;45.3068;784;48.0027;633;46.3648;801;17.6431;102;104.2414;336;82.3522;160;56.0279;97;46.6117;800;59.8684;801;33.089;97;67.5508;240;5.2553;65;79.206;59;44.2666;85;67.9055;39;69.3393;765;22.8359;38;50.0;801;45.906;801;40.9183;33;50.1179;539;81.7829;772;44.4766;22;53.1256;801;44.362;132;44.0782;121;70.8842;511;49.6997;88;79.0037
127;53.33;6;11.3193;93;59.9394;250;65.5636;604;45.397;99;64.0979;688;134.3635;200;52.2116;378;53.8038;724;35.2307;704;60.7594;130;90.8553;490;71.1713;336;63.4124;41;57.2341;542;11.2844;801;17.0226;342;17.0703;799;22.2118;38;81.5133;53;48.5687;29;64.7816;50;76.1074;716;116.0449;163;72.8834;801;43.1683;742;43.7717;148;119.7127;266;40.6802;548;42.3664;4;67.7492;256;44.1714;135;53.2128;455;4.2844;96;5.563;105;79.8628
255;115.0611;12;12.3489;2;10.7508;523;7.3928;293;31.388;281;64.0775;774;80.9133;177;54.7439;207;57.5849;801;43.8888;543;87.7628;51;67.0514;189;80.2489;126;49.9171;183;41.865;762;44.5399;746;34.8308;19;50.1176;795;18.2546;748;44.8997;26;41.6135;65;119.7468;6;79.0459;659;61.534;345;94.7264;379;39.468;801;39.5432;226;68.7992;299;63.8075;801;45.0794;10;39.8943;465;44.0747;71;65.3466;13;50.0;70;56.8764;182;79.187
378;65.6333;105;6.7447;35;45.2299;249;36.4003;332;48.8801;61;57.9291;279;58.7116;256;57.7464;801;44.4244;801;46.1051;536;50.2685;369;43.2667;135;60.7899;495;49.9832;16;57.7861;626;31.4487;680;32.5732;478;30.7017;368;29.8898;45;72.1245;9;13.0873;13;67.4366;3;6.7504;795;25.0002;481;23.1057;206;43.1502;801;37.7997;27;82.6301;280;120.3646;709;39.8335;35;59.5638;502;53.0516;165;51.1978;46;55.6226;283;6.2307;158;77.5036
55;70.0292;4;80.2428;161;1.9438;158;65.8211;143;51.6085;379;89.3318;777;28.8264;83;57.8569;82;54.5505;801;47.6645;725;77.5847;29;50.3651;109;10.3112;182;78.9606;461;42.5834;698;30.4583;402;56.2201;515;59.8005;516;30.9464;8;80.4105;14;55.3805;30;121.1902;11;80.8067;308;3.043;211;0.3319;478;29.6581;721;43.4926;32;71.5193;147;63.2452;756;42.7063;40;44.3434;777;44.1721;16;53.8053;354;172.9469;419;-0.0839;164;44.8966
768;33.0228;86;38.7904;338;50.367;413;50.0;26;50.8436;91;54.1409;801;45.4196;149;58.5147;801;42.97;801;46.174;801;43.7596;31;69.9594;49;79.983;146;61.6267;678;45.6221;50;50.4725;547;61.7223;113;49.6274;218;52.8989;18;79.9968;82;44.648;5;0.0;36;77.4711;248;3.6599;486;62.3339;779;42.4664;311;38.4418;83;409.44;133;58.7471;801;45.0377;21;29.9749;588;38.9437;80;46.6192;256;74.1758;797;44.8332;62;74.8166
240;120.7744;67;49.9406;31;50.4071;151;25.1041;151;43.9797;96;113.1269;798;27.1282;220;21.2802;801;50.3039;677;44.4576;727;38.9713;6;50.0;38;62.3163;33;79.8133;191;40.0621;800;9.0166;757;29.3685;688;33.6225;551;59.6256;20;76.7748;16;52.0299;24;58.3831;22;80.3241;799;16.1756;72;68.7106;228;49.063;616;45.3573;72;122.3235;220;117.4828;801;45.015;2;25.7093;801;34.7291;22;45.4167;165;112.3221;322;0.944;47;77.0431
581;31.5299;801;26.8853;45;58.9908;227;6.4203;569;49.3071;7;50.0;645;41.7168;237;52.3989;801;46.0096;729;38.6202;766;22.9053;152;6.9309;65;73.5973;66;72.954;208;52.9561;801;72.132;801;36.9836;170;16.8949;800;28.0652;42;75.9855;9;5.7454;61;116.2664;5;78.336;475;8.8948;260;10.418;801;45.4637;801;48.2919;81;57.7459;322;66.4091;791;47.1175;47;44.2397;801;49.951;83;46.3633;293;109.9017;221;72.7152;162;77.6605
82;55.8467;16;78.8675;156;39.5703;45;0.8837;571;43.5857;10;50.0;800;24.8464;148;50.7502;289;37.3237;469;43.9134;252;60.9592;357;75.6848;145;90.018;113;75.2792;621;52.2818;666;41.0687;785;25.8598;301;108.2525;189;3.6825;21;77.4921;159;42.2688;18;52.811;18;77.2532;762;22.6709;125;0.1386;576;42.6928;801;48.5113;71;56.1289;64;53.5983;224;42.9463;23;44.8038;801;44.167;63;51.6234;90;116.4127;216;64.0691;177;80.9734
395;133.8356;104;77.2925;34;50.3975;208;50.0;131;46.7748;220;115.4057;783;30.808;299;36.2738;380;41.6596;490;43.4809;175;51.4177;66;119.7964;365;1.1219;126;74.0203;103;43.9816;707;33.4204;768;23.5025;201;60.7734;399;9.7372;21;77.6265;384;42.4448;22;113.0293;18;70.9256;800;28.1045;801;21.0377;750;41.4937;777;39.7526;28;56.1993;111;12.8082;625;41.9672;30;58.9929;382;49.1633;78;52.3002;187;74.4644;644;32.7693;90;78.3625
165;69.291;4;8.9678;93;69.176;106;60.1474;258;54.6194;228;59.9892;627;25.483;30;78.0115;675;45.347;801;41.4088;554;57.333;101;60.8365;226;37.8028;297;77.986;53;52.5057;801;44.7291;793;70.0034;241;51.6566;801;28.1763;28;78.9721;21;63.9564;49;80.7573;13;79.9008;800;21.3133;21;0.1178;801;49.898;801;48.4241;118;167.1102;274;41.3956;801;43.0714;1;2.2217;801;48.9871;87;47.4844;175;89.0391;602;32.8369;116;78.455
12;49.75;32;80.0323;690;53.6502;625;45.9234;356;53.4704;51;51.5653;787;50.2618;549;49.2376;773;47.5947;801;46.0345;801;21.6451;14;62.2227;216;63.5688;126;71.5024;51;44.7605;748;37.1226;744;44.2308;213;57.4227;755;45.2707;23;78.7336;226;52.4457;6;0.0;4;40.6208;761;30.184;99;68.2523;500;46.024;801;34.2034;64;116.093;391;98.1127;801;39.3953;83;12.2106;801;46.9031;373;50.5479;197;64.3266;55;1.0929;112;76.7134
70;61.2718;54;81.1773;240;40.9564;340;72.6941;126;52.2877;143;56.1187;780;14.9943;571;48.5482;590;33.4951;801;38.2491;720;44.3756;124;66.57;88;2.6755;512;51.935;33;50.2043;798;41.1655;737;27.3334;230;38.8682;801;34.2172;3;79.2089;126;56.459;89;115.76;19;73.663;800;33.696;707;11.662;772;42.5754;197;43.3165;99;115.0017;119;117.3292;490;47.5723;20;17.4725;431;47.4316;16;50.7584;167;67.9189;143;5.3554;314;77.6751
188;71.2126;465;31.2608;564;52.0833;158;79.5904;239;50.0414;129;64.0902;801;29.2775;672;48.199;801;43.3804;801;45.2308;762;30.1566;55;55.8381;52;7.7742;80;73.6838;404;42.2591;408;6.3837;782;43.4793;294;113.2004;281;54.2619;57;79.4143;214;49.8618;68;67.0818;7;81.1687;747;35.7245;261;61.1726;801;19.3523;801;41.2119;83;123.8802;398;153.9764;761;46.1702;11;10.4673;690;33.9663;69;43.0009;63;71.1428;185;125.4435;145;78.4048
628;31.6582;71;76.7684;317;56.7102;321;25.7626;526;49.1903;67;56.0784;751;50.84;236;53.66;801;35.7156;801;40.8196;378;50.4295;215;62.283;90;82.0859;379;48.9195;597;47.3488;626;23.7638;50;22.8988;132;58.0326;339;51.6517;56;77.7338;13;49.4145;18;14.3352;39;78.2698;337;6.5684;2;0.0135;801;45.852;801;37.2544;35;61.0406;240;215.8908;801;38.6666;23;64.9894;750;45.9106;49;42.3967;200;50.2353;334;49.621;87;74.0405
567;55.8068;203;50.8608;15;9.0328;314;18.6388;210;48.3661;89;50.093;666;35.9059;143;42.9736;801;45.0646;801;34.4148;703;54.6488;152;84.3787;571;23.6833;457;49.5654;585;44.9229;696;32.1763;318;52.7054;212;56.4549;801;29.4865;87;50.843;21;63.8628;25;27.1252;56;69.6851;464;42.942;684;15.0301;801;34.8445;647;41.1663;72;65.414;156;111.5503;626;40.2399;18;8.5534;779;41.8812;96;55.2955;283;49.556;150;103.6945;79;76.2018
197;71.6086;134;50.755;281;50.0947;32;51.4289;243;41.8976;81;58.9251;393;55.158;213;52.7957;801;47.6605;801;39.1502;686;54.5869;68;64.0061;281;64.3615;163;79.0102;125;59.3579;211;59.2062;323;59.5569;533;31.2037;83;1.259;23;78.6508;138;53.1284;20;122.9524;17;78.602;643;27.6451;722;23.9013;801;46.3681;801;37.4378;80;74.1495;184;173.3945;801;51.5467;31;6.8955;801;46.7241;73;52.9579;173;54.937;495;5.1528;25;75.3703
262;71.2136;407;49.554;103;59.5973;267;45.3451;38;46.6214;91;115.0316;798;70.8547;450;48.2154;471;47.5566;801;43.5562;633;40.7474;126;50.2553;599;16.1723;165;77.1133;30;56.9321;798;20.9639;801;58.7095;408;59.6054;800;52.4948;21;74.6646;132;71.3896;38;13.6045;46;79.6405;794;0.7357;35;0.3927;361;48.8238;801;46.5672;12;120.2657;227;66.6045;801;39.3396;1;20.849;782;49.6826;81;45.4996;342;68.8966;737;7.1573;98;77.8564
273;66.1179;42;50.621;170;12.0169;426;22.6371;666;44.4488;166;89.8495;801;36.8854;117;53.8049;801;48.9355;801;41.5241;772;42.5071;119;95.0263;170;50.0;242;81.0823;363;47.2135;801;35.3574;801;19.9761;199;51.9044;453;28.2829;119;79.6857;63;43.2603;11;0.071;7;31.4541;741;12.9367;395;28.0237;597;48.4765;763;44.5716;44;113.1993;242;62.0157;801;38.3709;2;25.8897;801;45.8354;105;51.9647;256;116.4827;145;53.2934;56;75.5248
265;67.7962;22;81.4976;337;54.4236;140;50.5898;801;40.1461;240;58.3341;776;14.0543;245;51.1779;776;53.6468;801;45.6481;795;17.9391;113;59.7004;4;50.0;63;78.0632;111;44.8585;308;47.368;800;25.0863;141;4.5283;588;29.7306;51;82.2188;9;40.5602;24;3.9458;34;80.3371;279;54.5158;57;115.0525;534;38.0274;801;46.7479;98;73.151;165;110.8931;397;33.6449;22;61.0645;801;43.6518;180;46.8452;309;70.2081;19;50.0;54;80.8078
67;59.7741;4;0.1221;44;51.6419;346;102.6968;310;45.3214;111;4.5198;710;49.3498;293;47.3677;498;38.7551;801;42.7921;691;51.6362;252;34.9031;139;0.523;521;37.2914;39;51.5965;801;41.0928;641;65.7178;158;54.0482;84;50.0854;44;64.7545;227;68.634;106;66.9098;5;78.8772;784;18.6687;80;15.3689;770;45.0497;799;45.7043;43;113.1566;240;4.7389;801;40.1755;3;12.2493;801;43.636;328;51.4871;69;58.7165;31;54.6057;99;59.0278
232;69.761;172;4.8196;371;53.2159;10;13.965;122;47.3803;124;115.6511;801;34.2185;60;79.5282;363;51.439;741;36.3733;537;62.4488;40;65.0477;593;42.9862;80;79.7234;104;57.7279;603;67.7428;335;60.3456;205;64.5453;756;32.1263;36;78.3579;79;50.0134;33;53.5643;5;79.982;568;68.9379;32;69.9904;339;47.9632;800;42.9646;71;114.6075;152;93.008;801;37.8993;4;12.0399;801;37.9305;289;52.4794;417;114.6855;801;78.1762;42;42.3883
233;53.0284;140;55.6396;60;42.6647;579;26.9658;254;53.7152;327;89.447;780;52.549;121;75.2683;610;45.0843;801;50.7585;801;32.2794;14;1.0657;210;61.0864;49;79.1537;392;48.7537;774;32.453;660;31.4079;254;50.0;785;8.5345;82;75.7181;29;51.3705;7;70.5258;21;78.4198;687;45.5432;674;71.1068;234;39.4361;801;43.3968;185;213.2649;86;56.2645;801;48.0769;36;18.5547;708;50.2242;6;56.897;398;28.0806;361;39.379;13;83.44
376;71.1417;26;6.277;4;5.4003;204;50.4687;215;52.7242;89;64.9005;671;47.1657;250;70.648;800;45.254;452;33.4119;801;19.9051;133;64.3654;7;50.0;127;74.963;284;51.1843;466;9.4908;756;26.0547;262;25.2627;413;13.2738;25;79.5277;90;53.7252;18;51.2565;17;74.5822;715;75.4209;213;2.7181;801;40.0997;801;49.1438;137;116.9106;252;121.4037;801;46.2555;11;11.2085;734;36.5095;67;50.4663;42;44.641;372;108.4148;53;79.337
132;101.805;113;78.0046;56;39.2907;495;58.1667;121;53.242;389;64.6662;757;30.1418;102;43.0428;801;44.3716;800;46.5119;785;81.7829;81;57.149;248;108.9478;85;71.7388;305;43.2344;752;66.9026;167;51.9408;106;49.25;561;48.7598;58;80.1679;13;59.4485;82;65.9105;11;71.1318;756;11.6805;108;1.4837;673;35.992;801;38.4983;74;116.1623;100;22.3908;801;43.9174;13;22.106;801;44.3929;170;52.6125;65;56.0254;347;68.5121;95;71.7354
483;50.3755;109;43.4462;12;8.1897;411;45.1217;690;46.5395;109;75.6449;762;72.2426;87;43.0104;497;37.851;572;39.0046;634;61.1303;90;117.3656;133;68.5458;279;49.149;242;41.3307;434;58.2916;801;50.8672;379;76.8323;801;14.5958;41;53.1914;275;54.3299;66;46.8294;24;82.1716;801;37.149;151;72.0288;776;46.4364;555;53.0296;29;51.116;249;69.6177;605;44.3706;18;2.4987;801;40.8648;135;52.7869;102;52.2756;194;68.4315;109;70.9542
42;54.9094;7;82.3775;687;48.8333;107;0.0796;108;57.4105;225;114.6237;174;49.9558;356;78.1054;801;39.0558;801;42.6845;263;52.2869;78;77.6703;572;48.2366;102;80.5394;361;50.1449;801;35.7695;401;54.9535;487;58.2967;673;16.0245;55;73.8415;37;7.0819;19;57.8408;5;7.1139;782;5.1003;37;50.1772;801;43.9376;293;44.1532;133;115.3441;197;69.5619;765;53.2463;6;13.7283;801;39.5901;200;42.2013;434;57.379;459;14.0228;46;74.5398
341;129.5587;170;33.1867;118;59.2064;41;57.9176;121;11.763;273;90.4822;743;20.2668;144;52.2616;801;39.3843;801;45.019;771;37.2026;45;50.0;291;12.2607;32;79.0727;43;47.9132;638;44.0198;633;55.9525;284;31.997;528;7.0052;67;77.2514;28;62.9466;3;1.4092;8;79.6002;605;51.6441;143;117.4879;791;37.3977;801;41.6468;38;117.8501;95;73.0246;801;47.0881;15;29.7988;801;44.0882;376;49.9804;38;5.3747;99;3.8359;104;74.4502
621;29.8665;26;21.4267;35;13.6061;272;60.4352;63;52.224;214;80.4692;499;66.3483;223;49.3639;461;46.7068;399;42.975;754;17.1459;56;88.4319;76;56.7696;449;77.7486;108;46.6895;798;52.7172;658;96.2243;159;49.8652;773;12.7632;16;78.2692;307;51.039;34;50.7166;65;75.2095;256;45.6031;74;1.4289;747;34.1064;760;45.7557;14;66.1105;422;157.3986;552;42.4384;44;60.9033;777;32.0814;33;40.5059;231;117.0313;299;5.9958;22;77.2005
88;50.0;19;49.6193;13;10.5096;316;69.284;341;53.8393;221;111.5166;801;32.2208;767;82.4535;755;25.3736;660;36.018;571;39.8019;189;55.4267;558;0.119;510;51.5722;189;52.2294;744;77.6796;517;45.3814;190;53.3369;525;1.2905;53;80.705;16;40.9607;17;1.2164;2;76.3024;801;41.5786;155;134.4353;785;44.9635;592;47.4274;21;68.375;213;119.0838;797;37.9084;7;1.0666;801;42.899;160;41.9864;233;118.7553;233;75.0284;65;80.4618
216;118.5556;267;54.2949;12;57.0421;137;63.1639;149;6.2009;162;67.7702;798;42.508;22;57.6839;304;48.9843;800;42.6757;739;29.035;29;115.1575;31;38.9505;35;76.5592;62;50.6165;782;62.6851;775;33.7708;255;64.7169;801;52.7551;55;77.5942;228;50.5226;16;53.0655;14;12.5295;500;48.1812;151;4.2382;801;19.796;728;36.7384;21;54.1376;163;55.005;801;49.2124;7;12.7959;654;44.4862;118;44.9306;86;50.9315;129;2.9702;56;74.8306
127;112.4972;239;34.5551;392;51.8674;99;0.0988;43;50.0175;8;50.0;631;29.4321;193;63.4039;801;33.6816;801;43.9652;801;40.8346;88;83.8643;120;89.8587;24;78.0725;80;43.6871;788;25.9885;400;51.1049;126;66.3817;718;20.1199;19;75.524;22;43.5937;52;119.0302;32;73.38;799;8.6482;312;41.1283;720;53.7062;799;48.968;62;106.4603;78;122.3405;801;43.4343;47;39.3364;692;37.7927;101;55.4627;108;269.2696;642;68.8626;472;77.6378
752;20.6237;306;45.7862;14;1.5705;788;22.14;191;56.6545;85;64.8306;307;69.5559;48;79.6812;801;48.257;801;44.2363;755;27.6077;459;46.4666;304;13.926;410;77.6038;556;41.0913;801;29.12;286;54.1304;450;43.7656;801;18.0006;16;78.6997;66;47.7588;36;116.8742;8;68.2812;497;36.4643;801;14.7897;801;38.8649;801;44.3074;13;45.9165;11;50.0;801;41.9953;9;10.6722;209;39.6261;59;48.6616;112;57.9352;102;46.8209;68;76.991
364;55.5737;10;52.1359;288;55.442;180;1.1051;490;48.9649;74;117.2306;748;46.929;113;79.2656;548;52.5637;241;40.0729;358;61.1896;107;117.5059;226;32.8245;65;75.8578;273;53.3374;449;84.3395;800;30.0696;27;60.6881;482;55.6724;100;78.9477;41;46.7219;87;122.4456;21;81.9173;680;23.6123;35;56.471;801;43.2322;801;45.9788;142;121.8375;413;66.0738;801;47.192;72;46.2154;413;39.884;240;38.9802;283;269.2129;333;55.9262;172;78.1756
520;215.0793;86;49.2547;150;52.2328;749;4.2023;119;55.0328;318;68.9293;799;39.4415;272;54.6009;558;46.6222;801;53.5191;801;37.6018;482;37.1842;99;65.9346;48;78.5574;133;44.6848;801;61.9645;243;53.0029;80;71.6085;662;6.8931;8;78.2762;112;51.8391;23;8.9746;2;0.1684;783;27.7575;142;0.498;801;51.005;695;34.6495;45;116.1646;341;114.23;801;40.5899;8;14.7127;486;42.1752;54;50.0366;495;72.3929;339;36.7387;37;78.9593
411;28.5604;139;4.923;30;8.6486;801;6.9451;134;53.4724;149;50.1314;585;62.1719;661;46.6524;801;48.0624;801;48.024;601;58.1875;34;52.4314;271;58.6077;169;46.4653;118;49.9295;768;26.4066;153;52.8167;217;68.1943;757;31.2069;123;79.9152;133;42.8005;55;72.5873;8;79.5689;800;11.7438;445;77.0706;302;33.2526;801;36.8626;28;56.8273;187;119.0869;611;45.0516;4;9.009;801;35.3735;204;50.4285;199;60.9475;228;67.0996;168;78.3676
60;56.2209;4;12.8693;85;44.2119;91;2.7692;242;52.4931;182;87.4327;706;58.7248;215;74.193;801;22.9762;801;40.2514;582;84.09;86;25.1846;799;18.9853;159;74.3816;192;49.29;801;67.3135;801;26.2495;70;50.3279;672;53.3609;21;78.209;47;21.5361;59;102.5358;13;79.5227;743;13.3202;498;39.278;584;46.8075;801;46.4503;136;221.1763;314;109.3457;601;39.5003;7;9.5495;646;40.0329;199;51.8827;61;62.8231;309;71.2423;76;73.0525
249;50.0056;1;8.4325;15;7.6676;571;28.7876;536;53.0973;282;112.0401;801;15.5746;381;50.4608;746;46.5333;801;47.8227;795;73.069;160;61.5727;37;3.0911;775;49.5579;80;49.3509;801;10.2254;664;49.1397;291;68.4376;754;40.3185;21;73.2148;96;51.6321;75;54.6409;41;82.0029;801;32.8752;34;2.3131;801;36.3705;801;42.5816;110;90.2445;222;94.0938;787;53.0986;12;10.0394;801;38.6027;79;42.652;67;65.0425;448;37.8065;56;75.9383
145;52.1908;130;8.9843;47;12.4847;743;21.4471;780;35.7672;248;28.8675;747;34.6211;367;44.1226;273;45.3602;801;40.5785;502;56.536;67;8.9296;21;51.0551;88;51.5927;176;49.654;104;56.0791;776;39.4557;105;57.0732;801;0.0;95;83.5755;544;48.6713;20;41.9703;10;80.9203;785;21.3593;16;0.2374;801;47.1442;801;42.4436;130;221.1314;149;262.8449;801;40.7383;4;9.649;801;42.3832;120;44.5951;236;31.6243;781;5.8881;259;79.6892
155;61.3488;245;41.5351;33;2.0543;511;76.3537;371;49.3782;51;15.0006;801;32.1926;525;49.4815;650;49.4059;801;44.5155;726;72.2259;117;59.514;188;0.4819;478;48.8803;114;49.5114;670;29.4456;801;34.7177;121;66.155;801;26.7042;111;72.4283;126;39.51;47;14.7505;2;0.108;749;47.6768;44;52.4232;710;31.5349;801;46.4814;3;50.0;92;58.0722;801;42.1589;17;16.6497;801;43.0807;87;43.1489;40;50.1176;77;1.1716;292;74.9057
71;6.3191;424;49.9643;58;11.4099;74;107.8399;664;49.5442;118;50.7796;579;50.631;113;71.4631;613;39.8902;801;45.3975;785;28.297;183;50.0;1;0.1181;97;69.6116;102;60.6733;220;50.1625;384;65.2675;237;118.3717;792;55.1062;140;80.1535;54;43.1315;86;63.1931;25;77.1823;3;50.0;320;117.6478;603;47.4433;760;38.2943;110;67.7248;416;105.6912;787;43.6217;4;46.2614;801;37.7449;56;52.1815;34;50.0;471;36.9091;25;59.7403
204;117.3761;66;80.8471;1;0.094;62;93.4559;179;49.3878;483;62.1028;801;64.5992;88;7.3493;706;49.011;796;44.9262;393;52.0591;151;61.0098;33;64.654;113;77.309;81;52.0976;741;29.4241;673;63.2422;369;63.3214;274;12.2498;84;78.8211;41;49.3556;44;4.4235;15;79.8544;801;16.441;288;16.5167;461;27.1517;801;44.0287;51;41.1667;96;64.4105;662;40.2391;2;11.2613;801;48.3175;362;55.5972;139;119.2952;384;53.5375;181;73.876
343;81.8857;31;82.2118;51;55.9168;281;4.1628;37;0.1064;27;36.6813;314;52.0086;123;57.8965;801;43.3899;801;37.3506;776;49.4294;84;62.3278;191;68.5619;50;75.9209;209;43.483;798;42.6234;204;42.5777;62;78.9965;332;110.5519;47;79.6928;336;61.3329;46;50.0;25;79.4244;519;42.2282;12;50.0;801;48.6069;501;47.0898;28;56.8952;150;57.1352;801;38.5287;20;6.1031;801;36.7892;6;61.1722;584;127.2358;170;55.3282;147;79.0518
290;66.6588;20;41.9561;45;52.322;287;11.9037;76;41.3853;300;77.8026;146;50.839;372;46.4236;781;57.1386;801;36.4964;371;49.1789;37;13.4778;664;6.9662;95;77.2259;73;51.7976;794;37.2585;767;22.1428;92;71.5503;755;9.9682;55;83.4978;88;68.372;41;69.621;54;75.2253;801;15.9235;551;59.6251;770;44.3666;801;47.8674;39;119.324;220;67.5285;801;47.4987;32;42.4608;801;42.6965;184;52.079;359;69.9753;267;5.0389;18;70.9493
50;50.0;35;81.6588;104;56.8175;382;91.483;490;30.6324;310;77.6564;688;51.65;582;52.444;801;33.9276;685;43.3891;776;22.8805;15;53.4024;236;65.2201;186;78.7926;52;53.3892;193;54.4098;763;43.2363;114;62.686;427;29.2255;103;40.3728;46;45.5745;21;110.0406;53;80.4148;471;9.402;159;2.0404;774;45.7403;759;49.1933;29;57.657;63;7.8693;190;56.4391;8;46.0891;801;53.4986;47;39.6814;147;210.4701;759;13.8824;20;74.8734
314;32.8658;12;12.1606;308;52.108;761;50.131;31;59.1941;234;34.9089;788;30.8129;606;46.5996;786;43.4088;680;43.903;721;41.9546;142;52.1086;231;0.0943;132;75.1554;208;42.5541;801;27.0366;624;58.0663;118;54.9608;544;55.3017;16;79.5782;193;47.7189;43;119.4259;8;80.9142;347;0.5883;109;205.0515;782;41.5464;801;41.3373;18;50.5532;339;120.5717;801;53.685;25;25.1792;801;49.3233;170;48.6476;95;114.3646;225;66.9026;62;74.9547
